id,scenario,measured_at,elapsed_sec,delta_tasks,delta_wait_ms,avg_wait_per_commit_ms,commits_per_sec,theoretical_max_tps
340,비동기모드_1G_NIC,2026-05-14 08:05:20.435,41,0,0,0,0,
341,비동기모드_1G_NIC,2026-05-14 08:05:21.450,42,0,0,0,0,
342,비동기모드_1G_NIC,2026-05-14 08:05:22.450,43,0,0,0,0,
343,비동기모드_1G_NIC,2026-05-14 08:05:23.451,44,0,0,0,0,
344,비동기모드_1G_NIC,2026-05-14 08:05:24.450,45,0,0,0,0,
345,비동기모드_1G_NIC,2026-05-14 08:05:25.450,46,0,0,0,0,
346,비동기모드_1G_NIC,2026-05-14 08:05:26.450,47,0,0,0,0,
347,비동기모드_1G_NIC,2026-05-14 08:05:27.466,48,0,0,0,0,
348,비동기모드_1G_NIC,2026-05-14 08:05:28.466,49,0,0,0,0,
349,비동기모드_1G_NIC,2026-05-14 08:05:29.466,50,0,0,0,0,
350,비동기모드_1G_NIC,2026-05-14 08:05:30.466,51,0,0,0,0,
351,비동기모드_1G_NIC,2026-05-14 08:05:31.481,52,0,0,0,0,
352,비동기모드_1G_NIC,2026-05-14 08:05:32.481,53,0,0,0,0,
353,비동기모드_1G_NIC,2026-05-14 08:05:33.482,54,0,0,0,0,
354,비동기모드_1G_NIC,2026-05-14 08:05:34.482,55,0,0,0,0,
355,비동기모드_1G_NIC,2026-05-14 08:05:35.481,56,0,0,0,0,
356,비동기모드_1G_NIC,2026-05-14 08:05:36.481,57,0,0,0,0,
357,비동기모드_1G_NIC,2026-05-14 08:05:37.482,58,0,0,0,0,
358,비동기모드_1G_NIC,2026-05-14 08:05:38.481,59,0,0,0,0,
359,비동기모드_1G_NIC,2026-05-14 08:05:39.497,60,0,0,0,0,
360,비동기모드_1G_NIC,2026-05-14 08:05:40.497,61,0,0,0,0,
361,비동기모드_1G_NIC,2026-05-14 08:05:41.497,62,0,0,0,0,
362,비동기모드_1G_NIC,2026-05-14 08:05:42.497,63,0,0,0,0,
363,비동기모드_1G_NIC,2026-05-14 08:05:43.497,64,0,0,0,0,
364,비동기모드_1G_NIC,2026-05-14 08:05:44.497,65,0,0,0,0,
365,비동기모드_1G_NIC,2026-05-14 08:05:45.497,66,0,0,0,0,
366,비동기모드_1G_NIC,2026-05-14 08:05:46.513,67,0,0,0,0,
367,비동기모드_1G_NIC,2026-05-14 08:05:47.513,68,0,0,0,0,
368,비동기모드_1G_NIC,2026-05-14 08:05:48.513,69,0,0,0,0,
369,비동기모드_1G_NIC,2026-05-14 08:05:49.513,70,0,0,0,0,
370,비동기모드_1G_NIC,2026-05-14 08:05:50.513,71,0,0,0,0,
371,비동기모드_1G_NIC,2026-05-14 08:05:51.513,72,0,0,0,0,
372,비동기모드_1G_NIC,2026-05-14 08:05:52.528,73,0,0,0,0,
373,비동기모드_1G_NIC,2026-05-14 08:05:53.528,74,0,0,0,0,
374,비동기모드_1G_NIC,2026-05-14 08:05:54.528,75,0,0,0,0,
375,비동기모드_1G_NIC,2026-05-14 08:05:55.544,76,0,0,0,0,
376,비동기모드_1G_NIC,2026-05-14 08:05:56.544,77,0,0,0,0,
377,비동기모드_1G_NIC,2026-05-14 08:05:57.544,78,0,0,0,0,
378,비동기모드_1G_NIC,2026-05-14 08:05:58.560,79,0,0,0,0,
379,비동기모드_1G_NIC,2026-05-14 08:05:59.560,80,0,0,0,0,
380,비동기모드_1G_NIC,2026-05-14 08:06:00.560,81,0,0,0,0,
381,비동기모드_1G_NIC,2026-05-14 08:06:01.560,82,0,0,0,0,
382,비동기모드_1G_NIC,2026-05-14 08:06:02.560,83,0,0,0,0,
383,비동기모드_1G_NIC,2026-05-14 08:06:03.575,84,0,0,0,0,
384,비동기모드_1G_NIC,2026-05-14 08:06:04.575,85,0,0,0,0,
385,비동기모드_1G_NIC,2026-05-14 08:06:05.575,86,0,0,0,0,
386,비동기모드_1G_NIC,2026-05-14 08:06:06.575,87,0,0,0,0,
387,비동기모드_1G_NIC,2026-05-14 08:06:07.575,88,0,0,0,0,
388,비동기모드_1G_NIC,2026-05-14 08:06:08.591,89,0,0,0,0,
389,비동기모드_1G_NIC,2026-05-14 08:06:09.591,90,0,0,0,0,
390,비동기모드_1G_NIC,2026-05-14 08:06:10.606,91,0,0,0,0,
391,비동기모드_1G_NIC,2026-05-14 08:06:11.606,92,0,0,0,0,
392,비동기모드_1G_NIC,2026-05-14 08:06:12.606,93,0,0,0,0,
393,비동기모드_1G_NIC,2026-05-14 08:06:13.607,94,0,0,0,0,
394,비동기모드_1G_NIC,2026-05-14 08:06:14.606,95,0,0,0,0,
395,비동기모드_1G_NIC,2026-05-14 08:06:15.606,96,0,0,0,0,
396,비동기모드_1G_NIC,2026-05-14 08:06:16.607,97,0,0,0,0,
397,비동기모드_1G_NIC,2026-05-14 08:06:17.607,98,0,0,0,0,
398,비동기모드_1G_NIC,2026-05-14 08:06:18.606,99,0,0,0,0,
399,비동기모드_1G_NIC,2026-05-14 08:06:19.622,100,0,0,0,0,
400,비동기모드_1G_NIC,2026-05-14 08:06:20.622,101,0,0,0,0,
401,비동기모드_1G_NIC,2026-05-14 08:06:21.622,102,0,0,0,0,
402,비동기모드_1G_NIC,2026-05-14 08:06:22.622,103,0,0,0,0,
403,비동기모드_1G_NIC,2026-05-14 08:06:23.622,104,0,0,0,0,
404,비동기모드_1G_NIC,2026-05-14 08:06:24.638,105,0,0,0,0,
405,비동기모드_1G_NIC,2026-05-14 08:06:25.638,106,0,0,0,0,
406,비동기모드_1G_NIC,2026-05-14 08:06:26.638,107,0,0,0,0,
407,비동기모드_1G_NIC,2026-05-14 08:06:27.638,108,0,0,0,0,
408,비동기모드_1G_NIC,2026-05-14 08:06:28.638,109,0,0,0,0,
409,비동기모드_1G_NIC,2026-05-14 08:06:29.638,110,0,0,0,0,
410,비동기모드_1G_NIC,2026-05-14 08:06:30.638,111,0,0,0,0,
411,비동기모드_1G_NIC,2026-05-14 08:06:31.638,112,0,0,0,0,
412,비동기모드_1G_NIC,2026-05-14 08:06:32.653,113,0,0,0,0,
413,비동기모드_1G_NIC,2026-05-14 08:06:33.653,114,0,0,0,0,
414,비동기모드_1G_NIC,2026-05-14 08:06:34.653,115,0,0,0,0,
415,비동기모드_1G_NIC,2026-05-14 08:06:35.653,116,0,0,0,0,
416,비동기모드_1G_NIC,2026-05-14 08:06:36.653,117,0,0,0,0,
417,비동기모드_1G_NIC,2026-05-14 08:06:37.653,118,0,0,0,0,
418,비동기모드_1G_NIC,2026-05-14 08:06:38.654,119,0,0,0,0,
419,비동기모드_1G_NIC,2026-05-14 08:06:39.653,120,0,0,0,0,
420,비동기모드_1G_NIC,2026-05-14 08:06:40.669,121,0,0,0,0,
421,비동기모드_1G_NIC,2026-05-14 08:06:41.669,122,0,0,0,0,
422,비동기모드_1G_NIC,2026-05-14 08:06:42.669,123,0,0,0,0,
423,비동기모드_1G_NIC,2026-05-14 08:06:43.669,124,0,0,0,0,
424,비동기모드_1G_NIC,2026-05-14 08:06:44.669,125,0,0,0,0,
425,비동기모드_1G_NIC,2026-05-14 08:06:45.669,126,0,0,0,0,
426,비동기모드_1G_NIC,2026-05-14 08:06:46.684,127,0,0,0,0,
427,비동기모드_1G_NIC,2026-05-14 08:06:47.684,128,0,0,0,0,
428,비동기모드_1G_NIC,2026-05-14 08:06:48.685,129,0,0,0,0,
429,비동기모드_1G_NIC,2026-05-14 08:06:49.684,130,0,0,0,0,
430,비동기모드_1G_NIC,2026-05-14 08:06:50.685,131,0,0,0,0,
431,비동기모드_1G_NIC,2026-05-14 08:06:51.700,132,0,0,0,0,
432,비동기모드_1G_NIC,2026-05-14 08:06:52.700,133,0,0,0,0,
433,비동기모드_1G_NIC,2026-05-14 08:06:53.700,134,0,0,0,0,
434,비동기모드_1G_NIC,2026-05-14 08:06:54.700,135,0,0,0,0,
435,비동기모드_1G_NIC,2026-05-14 08:06:55.700,136,0,0,0,0,
436,비동기모드_1G_NIC,2026-05-14 08:06:56.716,137,0,0,0,0,
437,비동기모드_1G_NIC,2026-05-14 08:06:57.716,138,0,0,0,0,
438,비동기모드_1G_NIC,2026-05-14 08:06:58.716,139,0,0,0,0,
439,비동기모드_1G_NIC,2026-05-14 08:06:59.716,140,0,0,0,0,
440,비동기모드_1G_NIC,2026-05-14 08:07:00.716,141,0,0,0,0,
441,비동기모드_1G_NIC,2026-05-14 08:07:01.716,142,0,0,0,0,
442,비동기모드_1G_NIC,2026-05-14 08:07:02.716,143,0,0,0,0,
443,비동기모드_1G_NIC,2026-05-14 08:07:03.731,144,0,0,0,0,
444,비동기모드_1G_NIC,2026-05-14 08:07:04.731,145,0,0,0,0,
445,비동기모드_1G_NIC,2026-05-14 08:07:05.731,146,0,0,0,0,
446,비동기모드_1G_NIC,2026-05-14 08:07:06.732,147,0,0,0,0,
447,비동기모드_1G_NIC,2026-05-14 08:07:07.731,148,0,0,0,0,
448,비동기모드_1G_NIC,2026-05-14 08:07:08.732,149,0,0,0,0,
449,비동기모드_1G_NIC,2026-05-14 08:07:09.747,150,0,0,0,0,
450,비동기모드_1G_NIC,2026-05-14 08:07:10.747,151,0,0,0,0,
451,비동기모드_1G_NIC,2026-05-14 08:07:11.747,152,0,0,0,0,
452,비동기모드_1G_NIC,2026-05-14 08:07:12.747,153,0,0,0,0,
453,비동기모드_1G_NIC,2026-05-14 08:07:13.747,154,0,0,0,0,
454,비동기모드_1G_NIC,2026-05-14 08:07:14.747,155,0,0,0,0,
455,비동기모드_1G_NIC,2026-05-14 08:07:15.763,156,0,0,0,0,
456,비동기모드_1G_NIC,2026-05-14 08:07:16.763,157,0,0,0,0,
457,비동기모드_1G_NIC,2026-05-14 08:07:17.762,158,0,0,0,0,
458,비동기모드_1G_NIC,2026-05-14 08:07:18.778,159,0,0,0,0,
459,비동기모드_1G_NIC,2026-05-14 08:07:19.778,160,0,0,0,0,
460,비동기모드_1G_NIC,2026-05-14 08:07:20.778,161,0,0,0,0,
461,비동기모드_1G_NIC,2026-05-14 08:07:21.778,162,0,0,0,0,
462,비동기모드_1G_NIC,2026-05-14 08:07:22.778,163,0,0,0,0,
463,비동기모드_1G_NIC,2026-05-14 08:07:23.778,164,0,0,0,0,
464,비동기모드_1G_NIC,2026-05-14 08:07:24.778,165,0,0,0,0,
465,비동기모드_1G_NIC,2026-05-14 08:07:25.794,166,0,0,0,0,
466,비동기모드_1G_NIC,2026-05-14 08:07:26.794,167,0,0,0,0,
467,비동기모드_1G_NIC,2026-05-14 08:07:27.794,168,0,0,0,0,
468,비동기모드_1G_NIC,2026-05-14 08:07:28.794,169,0,0,0,0,
469,비동기모드_1G_NIC,2026-05-14 08:07:29.794,170,0,0,0,0,
470,비동기모드_1G_NIC,2026-05-14 08:07:30.794,171,0,0,0,0,
471,비동기모드_1G_NIC,2026-05-14 08:07:31.794,172,0,0,0,0,
472,비동기모드_1G_NIC,2026-05-14 08:07:32.809,173,0,0,0,0,
473,비동기모드_1G_NIC,2026-05-14 08:07:33.809,174,0,0,0,0,
474,비동기모드_1G_NIC,2026-05-14 08:07:34.809,175,0,0,0,0,
475,비동기모드_1G_NIC,2026-05-14 08:07:35.825,176,0,0,0,0,
476,비동기모드_1G_NIC,2026-05-14 08:07:36.825,177,0,0,0,0,
477,비동기모드_1G_NIC,2026-05-14 08:07:37.825,178,0,0,0,0,
478,비동기모드_1G_NIC,2026-05-14 08:07:38.825,179,0,0,0,0,
479,비동기모드_1G_NIC,2026-05-14 08:07:39.825,180,0,0,0,0,
480,비동기모드_1G_NIC,2026-05-14 08:07:40.840,181,0,0,0,0,
481,비동기모드_1G_NIC,2026-05-14 08:07:41.840,182,0,0,0,0,
482,비동기모드_1G_NIC,2026-05-14 08:07:42.841,183,0,0,0,0,
483,비동기모드_1G_NIC,2026-05-14 08:07:43.841,184,0,0,0,0,
484,비동기모드_1G_NIC,2026-05-14 08:07:44.857,185,0,0,0,0,
485,비동기모드_1G_NIC,2026-05-14 08:07:45.856,186,0,0,0,0,
486,비동기모드_1G_NIC,2026-05-14 08:07:46.856,187,0,0,0,0,
487,비동기모드_1G_NIC,2026-05-14 08:07:47.856,188,0,0,0,0,
488,비동기모드_1G_NIC,2026-05-14 08:07:48.872,189,0,0,0,0,
489,비동기모드_1G_NIC,2026-05-14 08:07:49.872,190,0,0,0,0,
490,비동기모드_1G_NIC,2026-05-14 08:07:50.872,191,0,0,0,0,
491,비동기모드_1G_NIC,2026-05-14 08:07:51.872,192,0,0,0,0,
492,비동기모드_1G_NIC,2026-05-14 08:07:52.872,193,0,0,0,0,
493,비동기모드_1G_NIC,2026-05-14 08:07:53.887,194,0,0,0,0,
494,비동기모드_1G_NIC,2026-05-14 08:07:54.887,195,0,0,0,0,
495,비동기모드_1G_NIC,2026-05-14 08:07:55.887,196,0,0,0,0,
496,비동기모드_1G_NIC,2026-05-14 08:07:56.887,197,0,0,0,0,
497,비동기모드_1G_NIC,2026-05-14 08:07:57.887,198,0,0,0,0,
498,비동기모드_1G_NIC,2026-05-14 08:07:58.903,199,0,0,0,0,
499,비동기모드_1G_NIC,2026-05-14 08:07:59.903,200,0,0,0,0,
500,비동기모드_1G_NIC,2026-05-14 08:08:00.903,201,0,0,0,0,
501,비동기모드_1G_NIC,2026-05-14 08:08:01.903,202,0,0,0,0,
502,비동기모드_1G_NIC,2026-05-14 08:08:02.903,203,0,0,0,0,
503,비동기모드_1G_NIC,2026-05-14 08:08:03.903,204,0,0,0,0,
504,비동기모드_1G_NIC,2026-05-14 08:08:04.903,205,0,0,0,0,
505,비동기모드_1G_NIC,2026-05-14 08:08:05.919,206,0,0,0,0,
506,비동기모드_1G_NIC,2026-05-14 08:08:06.919,207,0,0,0,0,
507,비동기모드_1G_NIC,2026-05-14 08:08:07.934,208,0,0,0,0,
508,비동기모드_1G_NIC,2026-05-14 08:08:08.934,209,0,0,0,0,
509,비동기모드_1G_NIC,2026-05-14 08:08:09.934,210,0,0,0,0,
510,비동기모드_1G_NIC,2026-05-14 08:08:10.934,211,0,0,0,0,
511,비동기모드_1G_NIC,2026-05-14 08:08:11.934,212,0,0,0,0,
512,비동기모드_1G_NIC,2026-05-14 08:08:12.950,213,0,0,0,0,
513,비동기모드_1G_NIC,2026-05-14 08:08:13.950,214,0,0,0,0,
514,비동기모드_1G_NIC,2026-05-14 08:08:14.950,215,0,0,0,0,
515,비동기모드_1G_NIC,2026-05-14 08:08:15.950,216,0,0,0,0,
516,비동기모드_1G_NIC,2026-05-14 08:08:16.950,217,0,0,0,0,
517,비동기모드_1G_NIC,2026-05-14 08:08:17.950,218,0,0,0,0,
518,비동기모드_1G_NIC,2026-05-14 08:08:18.950,219,0,0,0,0,
519,비동기모드_1G_NIC,2026-05-14 08:08:19.950,220,0,0,0,0,
520,비동기모드_1G_NIC,2026-05-14 08:08:20.950,221,0,0,0,0,
521,비동기모드_1G_NIC,2026-05-14 08:08:21.966,222,0,0,0,0,
522,비동기모드_1G_NIC,2026-05-14 08:08:22.966,223,0,0,0,0,
523,비동기모드_1G_NIC,2026-05-14 08:08:23.966,224,0,0,0,0,
524,비동기모드_1G_NIC,2026-05-14 08:08:24.966,225,0,0,0,0,
525,비동기모드_1G_NIC,2026-05-14 08:08:25.981,226,0,0,0,0,
526,비동기모드_1G_NIC,2026-05-14 08:08:26.981,227,0,0,0,0,
527,비동기모드_1G_NIC,2026-05-14 08:08:27.997,228,0,0,0,0,
528,비동기모드_1G_NIC,2026-05-14 08:08:29.012,230,0,0,0,0,
529,비동기모드_1G_NIC,2026-05-14 08:08:30.028,231,0,0,0,0,
530,비동기모드_1G_NIC,2026-05-14 08:08:31.044,232,0,0,0,0,
531,비동기모드_1G_NIC,2026-05-14 08:08:32.059,233,0,0,0,0,
532,비동기모드_1G_NIC,2026-05-14 08:08:33.075,234,0,0,0,0,
533,비동기모드_1G_NIC,2026-05-14 08:08:34.090,235,0,0,0,0,
534,비동기모드_1G_NIC,2026-05-14 08:08:35.106,236,0,0,0,0,
535,비동기모드_1G_NIC,2026-05-14 08:08:36.122,237,0,0,0,0,
536,비동기모드_1G_NIC,2026-05-14 08:08:37.137,238,0,0,0,0,
537,비동기모드_1G_NIC,2026-05-14 08:08:38.153,239,0,0,0,0,
538,비동기모드_1G_NIC,2026-05-14 08:08:39.168,240,0,0,0,0,
539,비동기모드_1G_NIC,2026-05-14 08:08:40.184,241,0,0,0,0,
540,비동기모드_1G_NIC,2026-05-14 08:08:41.200,242,0,0,0,0,
541,비동기모드_1G_NIC,2026-05-14 08:08:42.216,243,0,0,0,0,
542,비동기모드_1G_NIC,2026-05-14 08:08:43.231,244,0,0,0,0,
543,비동기모드_1G_NIC,2026-05-14 08:08:44.247,245,0,0,0,0,
544,비동기모드_1G_NIC,2026-05-14 08:08:45.262,246,0,0,0,0,
545,비동기모드_1G_NIC,2026-05-14 08:08:46.278,247,0,0,0,0,
546,비동기모드_1G_NIC,2026-05-14 08:08:47.293,248,0,0,0,0,
547,비동기모드_1G_NIC,2026-05-14 08:08:48.309,249,0,0,0,0,
548,비동기모드_1G_NIC,2026-05-14 08:08:49.325,250,0,0,0,0,
549,비동기모드_1G_NIC,2026-05-14 08:08:50.340,251,0,0,0,0,
550,비동기모드_1G_NIC,2026-05-14 08:08:51.356,252,0,0,0,0,
551,비동기모드_1G_NIC,2026-05-14 08:08:52.372,253,0,0,0,0,
552,비동기모드_1G_NIC,2026-05-14 08:08:53.387,254,0,0,0,0,
553,비동기모드_1G_NIC,2026-05-14 08:08:54.403,255,0,0,0,0,
554,비동기모드_1G_NIC,2026-05-14 08:08:55.418,256,0,0,0,0,
555,비동기모드_1G_NIC,2026-05-14 08:08:56.434,257,0,0,0,0,
556,비동기모드_1G_NIC,2026-05-14 08:08:57.450,258,0,0,0,0,
557,비동기모드_1G_NIC,2026-05-14 08:08:58.466,259,0,0,0,0,
558,비동기모드_1G_NIC,2026-05-14 08:08:59.481,260,0,0,0,0,
559,비동기모드_1G_NIC,2026-05-14 08:09:00.497,261,0,0,0,0,
560,비동기모드_1G_NIC,2026-05-14 08:09:01.512,262,0,0,0,0,
561,비동기모드_1G_NIC,2026-05-14 08:09:02.528,263,0,0,0,0,
562,비동기모드_1G_NIC,2026-05-14 08:09:03.544,264,0,0,0,0,
563,비동기모드_1G_NIC,2026-05-14 08:09:04.559,265,0,0,0,0,
564,비동기모드_1G_NIC,2026-05-14 08:09:05.575,266,0,0,0,0,
565,비동기모드_1G_NIC,2026-05-14 08:09:06.590,267,0,0,0,0,
566,비동기모드_1G_NIC,2026-05-14 08:09:07.606,268,0,0,0,0,
567,비동기모드_1G_NIC,2026-05-14 08:09:08.622,269,0,0,0,0,
568,비동기모드_1G_NIC,2026-05-14 08:09:09.637,270,0,0,0,0,
569,비동기모드_1G_NIC,2026-05-14 08:09:10.653,271,0,0,0,0,
570,비동기모드_1G_NIC,2026-05-14 08:09:11.668,272,0,0,0,0,
571,비동기모드_1G_NIC,2026-05-14 08:09:12.684,273,0,0,0,0,
572,비동기모드_1G_NIC,2026-05-14 08:09:13.700,274,0,0,0,0,
573,비동기모드_1G_NIC,2026-05-14 08:09:14.715,275,0,0,0,0,
574,비동기모드_1G_NIC,2026-05-14 08:09:15.731,276,0,0,0,0,
575,비동기모드_1G_NIC,2026-05-14 08:09:16.747,277,0,0,0,0,
576,비동기모드_1G_NIC,2026-05-14 08:09:17.762,278,0,0,0,0,
577,비동기모드_1G_NIC,2026-05-14 08:09:18.778,279,0,0,0,0,
578,비동기모드_1G_NIC,2026-05-14 08:09:19.794,280,0,0,0,0,
579,비동기모드_1G_NIC,2026-05-14 08:09:20.809,281,0,0,0,0,
580,비동기모드_1G_NIC,2026-05-14 08:09:21.825,282,0,0,0,0,
581,비동기모드_1G_NIC,2026-05-14 08:09:22.840,283,0,0,0,0,
582,비동기모드_1G_NIC,2026-05-14 08:09:23.840,284,0,0,0,0,
583,비동기모드_1G_NIC,2026-05-14 08:09:24.840,285,0,0,0,0,
584,비동기모드_1G_NIC,2026-05-14 08:09:25.856,286,0,0,0,0,
585,비동기모드_1G_NIC,2026-05-14 08:09:26.856,287,0,0,0,0,
586,비동기모드_1G_NIC,2026-05-14 08:09:27.856,288,0,0,0,0,
587,비동기모드_1G_NIC,2026-05-14 08:09:28.856,289,0,0,0,0,
588,비동기모드_1G_NIC,2026-05-14 08:09:29.856,290,0,0,0,0,
589,비동기모드_1G_NIC,2026-05-14 08:09:30.856,291,0,0,0,0,
590,비동기모드_1G_NIC,2026-05-14 08:09:31.871,292,0,0,0,0,
591,비동기모드_1G_NIC,2026-05-14 08:09:32.871,293,0,0,0,0,
592,비동기모드_1G_NIC,2026-05-14 08:09:33.872,294,0,0,0,0,
593,비동기모드_1G_NIC,2026-05-14 08:09:34.871,295,0,0,0,0,
594,비동기모드_1G_NIC,2026-05-14 08:09:35.871,296,0,0,0,0,
595,비동기모드_1G_NIC,2026-05-14 08:09:36.871,297,0,0,0,0,
596,비동기모드_1G_NIC,2026-05-14 08:09:37.872,298,0,0,0,0,
597,비동기모드_1G_NIC,2026-05-14 08:09:38.872,299,0,0,0,0,
598,비동기모드_1G_NIC,2026-05-14 08:09:39.887,300,0,0,0,0,
599,동기모드_10G_NIC,2026-05-14 15:23:45.002,2,39661,13525,0.34101510299790727,39661,2932.4214417744915
600,동기모드_10G_NIC,2026-05-14 15:23:46.002,3,39626,14080,0.35532226316055116,39626,2814.346590909091
601,동기모드_10G_NIC,2026-05-14 15:23:47.002,4,42108,13582,0.32255153415028021,42108,3100.2797820644973
602,동기모드_10G_NIC,2026-05-14 15:23:48.002,5,39956,14475,0.36227350085093601,39956,2760.3454231433507
603,동기모드_10G_NIC,2026-05-14 15:23:49.002,6,40959,13992,0.34160990258551233,40959,2927.3156089193826
604,동기모드_10G_NIC,2026-05-14 15:23:50.002,7,39211,13509,0.34452067022009131,39211,2902.5834628766006
605,동기모드_10G_NIC,2026-05-14 15:23:51.002,8,39829,14004,0.35160310326646416,39829,2844.1159668666091
606,동기모드_10G_NIC,2026-05-14 15:23:52.002,9,24878,12547,0.50434118498271563,24878,1982.7847294173907
607,동기모드_10G_NIC,2026-05-14 15:23:53.002,10,39975,14383,0.35979987492182613,39975,2779.3228116526457
608,동기모드_10G_NIC,2026-05-14 15:23:54.017,11,41990,14266,0.33974755894260539,41990,2943.3618393382867
609,동기모드_10G_NIC,2026-05-14 15:23:55.017,12,41156,13955,0.33907571192535718,41156,2949.1938373342887
610,동기모드_10G_NIC,2026-05-14 15:23:56.018,13,41079,13563,0.33016869933542686,41079,3028.7547002875472
611,동기모드_10G_NIC,2026-05-14 15:23:57.017,14,42414,13507,0.31845617013250344,42414,3140.1495520841045
612,동기모드_10G_NIC,2026-05-14 15:23:58.017,15,40534,14018,0.34583312774460945,40534,2891.5679840205453
613,동기모드_10G_NIC,2026-05-14 15:23:59.017,16,40475,13355,0.32995676343421865,40475,3030.7001123174841
614,동기모드_10G_NIC,2026-05-14 15:24:00.017,17,43883,13694,0.31205706082081902,43883,3204.5421352417115
615,동기모드_10G_NIC,2026-05-14 15:24:01.017,18,40010,13741,0.34343914021494626,40010,2911.7240375518522
616,동기모드_10G_NIC,2026-05-14 15:24:02.017,19,41135,14010,0.34058587577488758,41135,2936.1170592433973
617,동기모드_10G_NIC,2026-05-14 15:24:03.033,20,40469,13813,0.3413229879660975,40469,2929.7762976905815
618,동기모드_10G_NIC,2026-05-14 15:24:04.033,21,41961,13748,0.3276375682181073,41961,3052.153040442246
619,동기모드_10G_NIC,2026-05-14 15:24:05.034,22,40965,14295,0.34895642621750272,40965,2865.6873032528856
620,동기모드_10G_NIC,2026-05-14 15:24:06.033,23,42366,13584,0.32063447103809661,42366,3118.8162544169609
621,동기모드_10G_NIC,2026-05-14 15:24:07.033,24,39052,14190,0.36336167161733074,39052,2752.0789288231149
622,동기모드_10G_NIC,2026-05-14 15:24:08.033,25,39731,13995,0.35224383982280838,39731,2838.9424794569491
623,동기모드_10G_NIC,2026-05-14 15:24:09.033,26,41487,13171,0.31747294333164605,41487,3149.8747247741248
624,동기모드_10G_NIC,2026-05-14 15:24:10.033,27,40219,13800,0.343121410278724,40219,2914.4202898550725
625,동기모드_10G_NIC,2026-05-14 15:24:11.033,28,42567,13784,0.32381892076021329,42567,3088.1456761462568
626,동기모드_10G_NIC,2026-05-14 15:24:12.049,29,40457,13983,0.34562622043156932,40457,2893.299005935779
627,동기모드_10G_NIC,2026-05-14 15:24:13.049,30,35533,14286,0.40204879970731433,35533,2487.2602547949041
628,동기모드_10G_NIC,2026-05-14 15:24:14.049,31,39375,13879,0.35248253968253968,39375,2837.0199582102459
629,동기모드_10G_NIC,2026-05-14 15:24:15.049,32,38652,13610,0.35211631998344201,38652,2839.9706098457018
630,동기모드_10G_NIC,2026-05-14 15:24:16.049,33,43388,13814,0.31838296303125291,43388,3140.871579556971
631,동기모드_10G_NIC,2026-05-14 15:24:17.049,34,31131,15032,0.48286274131894252,31131,2070.9819052687599
632,동기모드_10G_NIC,2026-05-14 15:24:18.049,35,39740,14027,0.35296930045294411,39740,2833.1075782419621
633,동기모드_10G_NIC,2026-05-14 15:24:19.064,36,40677,13646,0.33547213412985227,40677,2980.8735160486585
634,동기모드_10G_NIC,2026-05-14 15:24:20.064,37,40954,13457,0.32858817209552182,40954,3043.3231775284239
635,동기모드_10G_NIC,2026-05-14 15:24:21.064,38,41980,13770,0.32801333968556456,41980,3048.6564996368916
636,동기모드_10G_NIC,2026-05-14 15:24:22.064,39,41449,13954,0.33665468406957949,41449,2970.402751899097
637,동기모드_10G_NIC,2026-05-14 15:24:23.064,40,43219,13940,0.32254332585205581,43219,3100.3586800573889
638,동기모드_10G_NIC,2026-05-14 15:24:24.064,41,39252,13949,0.35537042698461224,39252,2813.9651587927451
639,동기모드_10G_NIC,2026-05-14 15:24:25.064,42,37873,14310,0.37784173421698836,37873,2646.6107617051011
640,동기모드_10G_NIC,2026-05-14 15:24:26.064,43,44425,13541,0.30480585256049519,44425,3280.7768997858357
641,동기모드_10G_NIC,2026-05-14 15:24:27.080,44,42338,13886,0.32797959280079364,42338,3048.9701857986461
642,동기모드_10G_NIC,2026-05-14 15:24:28.080,45,43198,13663,0.3162877911014399,43198,3161.6775232379418
643,동기모드_10G_NIC,2026-05-14 15:24:29.080,46,42272,13317,0.31503122634367903,42272,3174.2885034166857
644,동기모드_10G_NIC,2026-05-14 15:24:30.080,47,40258,13615,0.33819365095136372,40258,2956.8857877341165
645,동기모드_10G_NIC,2026-05-14 15:24:31.080,48,39486,13763,0.34855391784429923,39486,2868.9965850468648
646,동기모드_10G_NIC,2026-05-14 15:24:32.080,49,39229,14190,0.36172219531469069,39229,2764.5525017618038
647,동기모드_10G_NIC,2026-05-14 15:24:33.080,50,40224,14277,0.35493735083532219,40224,2817.3986131540241
648,동기모드_10G_NIC,2026-05-14 15:24:34.080,51,41892,14145,0.3376539673446004,41892,2961.6118769883351
649,동기모드_10G_NIC,2026-05-14 15:24:35.096,52,41906,13667,0.32613468238438409,41906,3066.2178971244603
650,동기모드_10G_NIC,2026-05-14 15:24:36.096,53,41108,13397,0.32589763549674028,41108,3068.448160035829
651,동기모드_10G_NIC,2026-05-14 15:24:37.095,54,39814,13843,0.34769176671522578,39814,2876.1106696525321
652,동기모드_10G_NIC,2026-05-14 15:24:38.095,55,43005,14181,0.32975235437739797,43005,3032.5788026232285
653,동기모드_10G_NIC,2026-05-14 15:24:39.095,56,44081,13741,0.31172160341190081,44081,3207.9906848118771
654,동기모드_10G_NIC,2026-05-14 15:24:40.096,57,42076,14062,0.33420477231676016,42076,2992.1774996444319
655,동기모드_10G_NIC,2026-05-14 15:24:41.095,58,43676,13555,0.31035351222639435,43676,3222.1320545924013
